IdCustomer,Name,IdTransaction,DtTransaction,Points,Product,Quantity
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,6a736d67-ed53-446a-b558-d9e6b671f0b9,2024-01-29 11:58:23.74757871 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,377a8b0b-1a89-4d6f-a492-4056f610dedf,2024-01-29 11:58:39.616195087 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,84e494af-936c-4189-8d90-1b8d0188e03b,2024-01-29 11:58:56.327433673 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,da19a8fa-fb70-4855-ab10-f98d5288e6c4,2024-01-29 11:59:00.222363963 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,060cc463-a074-4c65-867c-bb88606a6123,2024-01-29 11:59:41.831687526 +0000 UTC,1,ChatMessage,1
03d75a45-0b36-4fd7-a84e-7b36912f1998,spacca_de_cabelo,505b94d7-9bcb-48f1-803d-337245f02c45,2024-01-29 12:00:02.50421563 +0000 UTC,1,ChatMessage,1
03d75a45-0b36-4fd7-a84e-7b36912f1998,spacca_de_cabelo,079b243a-3e45-489f-8b0f-a44e4fb8f8e3,2024-01-29 12:00:30.236480797 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,fea5f6ae-2de4-4511-86c8-306841ef0524,2024-01-29 12:02:41.224021035 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,68950db2-0484-41c1-a1a7-465a8886814b,2024-01-29 12:02:41.779975367 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,9cade717-0de4-435e-a0e9-d2b504cdf352,2024-01-29 12:02:41.891718728 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,9580809f-71ad-4111-862c-1cc6170491cd,2024-01-29 12:02:42.481667155 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,abc75258-46c6-4f5e-8ded-1f5ca62adb9b,2024-01-29 12:02:47.786063144 +0000 UTC,1,ChatMessage,1
c4f241f8-2140-4f72-b1a3-904fcc51e38c,otal_xandao,52d8fc51-39d4-484e-b416-3881fbb15128,2024-01-29 12:02:48.444495019 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,5041abf2-7ee0-4a3d-b084-b675eb43fe31,2024-01-29 12:02:51.516178704 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,e7c47840-f58e-472a-aa78-455f3098a7ef,2024-01-29 12:04:00.58892518 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,44ebe2cf-075f-44d0-8124-773d18683f07,2024-01-29 12:04:07.543153109 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,57be08eb-1fd0-4ee4-80a4-af2a7b669a5d,2024-01-29 12:04:12.399407439 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,940ae6dd-8d5b-472c-aa54-d8b900c09d68,2024-01-29 12:04:20.039293179 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,07a70cca-1903-428d-bfc7-f46aad7fe1be,2024-01-29 12:04:57.061016471 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,c25774de-3092-408a-b610-f34c54389f0f,2024-01-29 12:05:07.511351927 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,b955f62b-cf9d-4e89-8fe2-64cee368c0de,2024-01-29 12:05:19.206248134 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,74818d60-1b50-4f5c-8f46-3024f911a3a0,2024-01-29 12:05:28.088841705 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,82485aca-2e42-4a70-b2d8-dde6fe0b12f9,2024-01-29 12:05:39.845796682 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,3a1f546f-33d3-40c2-85d5-9c096eac477f,2024-01-29 12:05:57.905709497 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,931e18a5-defb-4dc4-bb76-52dbf24cd6ee,2024-01-29 12:06:06.188402428 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,7bf585be-9c6e-41bb-8076-e97a0cbed7f1,2024-01-29 12:06:10.754752747 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,c12f7128-368d-4c35-9197-c4536bc5c33f,2024-01-29 12:06:11.140112588 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,d8191419-0d03-487e-b758-2be73aa18c57,2024-01-29 12:07:03.53624484 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,bf6f41b7-8afd-44f0-85d0-bbb9f293e03e,2024-01-29 12:07:12.351998846 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,1ee01fb4-6c8d-46e4-ba55-ddd88b2507f2,2024-01-29 12:07:25.290612968 +0000 UTC,1,ChatMessage,1
e7c79c1a-7693-4e63-a844-c755e0bc3bd3,gabriel_aka,ddf83798-b191-413c-a38f-90b7ba4ed42a,2024-01-29 12:07:40.049704679 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,100bc673-f119-41aa-ac6a-b021f342ab0a,2024-01-29 12:08:07.573537029 +0000 UTC,500,Resgatar Ponei,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,c7e0f1cd-d923-47d7-9f29-f3db25baa80e,2024-01-29 12:08:09.44939828 +0000 UTC,500,Resgatar Ponei,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,d0e8907c-7917-4a13-8b09-0ba5323d9bc3,2024-01-29 12:08:37.429126737 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,83942597-5a17-44b3-a32b-b9987a2ae5c1,2024-01-29 12:08:37.753297624 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,64e419b4-d944-4da0-81e7-76d49764de19,2024-01-29 12:08:41.875385503 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,5e1e5577-5b44-4da3-b6ed-1c47963064c2,2024-01-29 12:08:48.001390319 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,441c3578-88ac-4ce7-b763-2ccf36c60eac,2024-01-29 12:08:53.892332907 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,4bbf8e9b-c4da-49b7-996b-4c7c8fa8f414,2024-01-29 12:09:35.9473229 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,9ec9010e-185d-41ed-97c9-5679cc7e8acb,2024-01-29 12:09:55.491304154 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,2f98ad22-432a-4a4c-9383-4369e31f732b,2024-01-29 12:10:20.410185692 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,dc2f2291-2b38-41fd-b6cb-5f43f409e8f5,2024-01-29 12:10:26.992290531 +0000 UTC,1,ChatMessage,1
03d75a45-0b36-4fd7-a84e-7b36912f1998,spacca_de_cabelo,840bc80a-a905-4e43-8bf6-4e98874e86b3,2024-01-29 12:10:40.404170404 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,6807a148-3c2b-4ea0-8c83-c7d0b24200a2,2024-01-29 12:10:46.549275066 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,fa2f3f98-3fab-4889-a876-1647cf614612,2024-01-29 12:11:34.045773268 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,c8de3bde-8a23-46fa-b0c2-465ee17d0372,2024-01-29 12:12:12.769255253 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,277934a4-20dc-4ae7-886d-48043347f227,2024-01-29 12:12:16.307778031 +0000 UTC,500,Resgatar Ponei,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,7f7a6b63-a860-4bc0-88b3-405fe508bfeb,2024-01-29 12:12:18.508254971 +0000 UTC,500,Resgatar Ponei,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,0c74e5ef-5f7a-45cc-858b-12d35b60f862,2024-01-29 12:12:19.888373515 +0000 UTC,500,Resgatar Ponei,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,dd5c234f-085b-4228-9bc2-38ce392ffdb5,2024-01-29 12:12:29.426057794 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,03a1564f-c8c1-4159-91a0-003c39adbbee,2024-01-29 12:12:40.728093595 +0000 UTC,500,Resgatar Ponei,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,bdb40252-0692-4bee-95e7-ab616eca4948,2024-01-29 12:12:48.485881848 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,5eba61f1-f714-4bba-85cc-fc3bdc0e6ab5,2024-01-29 12:13:03.604290798 +0000 UTC,500,Resgatar Ponei,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,45ec9559-bc9c-4e93-8605-3a91943b95e5,2024-01-29 12:13:10.223134328 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,eac5cac4-f91d-4220-b519-aab294e4ec7c,2024-01-29 12:13:14.069022585 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,e7dbc790-f6b5-4b2b-bbd2-c1f4a60418ad,2024-01-29 12:13:22.836253292 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,94bfb3b5-cdaf-4460-8c82-c1fe050f323e,2024-01-29 12:13:57.748653432 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,70688d68-5b75-49f6-a055-eee0b0215446,2024-01-29 12:14:01.41838386 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,ee241e87-0836-4c6d-a2e4-ebe3e173b7ef,2024-01-29 12:14:48.13328305 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,45a0eae5-0033-47a8-ae20-dda7dea84558,2024-01-29 12:15:02.722801527 +0000 UTC,1,ChatMessage,1
6e1bc660-02eb-49ac-aee6-592328504897,jesak_,423c6a63-9e21-4bdb-9d0f-d231887d9d45,2024-01-29 12:15:31.881969171 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,2297619e-ce98-478c-a740-f2bcc58d18e3,2024-01-29 12:16:21.335286592 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,9b4e0e8c-65b5-4bea-bbc0-cda756dcb02f,2024-01-29 12:17:03.608426511 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,0bf4b9ef-4ed7-45e0-a6cb-9eb3465dfca8,2024-01-29 12:18:52.640706255 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,a2ce6aad-2830-4f8d-9ff4-930588ea22a9,2024-01-29 12:19:05.631935462 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,7dc39b3b-56e1-4689-9e1c-8b9a326823ba,2024-01-29 12:19:12.803910006 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,4bfca9a6-8aed-4274-b15b-4b32b8049ff2,2024-01-29 12:19:21.370122949 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,94678c38-7f52-467e-9b8f-b6929a96a69d,2024-01-29 12:19:27.90644117 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,18ef2fc5-e499-42c2-a72f-ea55ed9c35d9,2024-01-29 12:19:28.352507406 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,635b36d1-7b68-4dce-8ce1-5ee8f524619c,2024-01-29 12:19:34.43612857 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,22ce2bff-32cd-4a6d-bec7-6b91140309c1,2024-01-29 12:19:36.709034019 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,bb4bf642-0cdb-4d12-94df-22af80089f08,2024-01-29 12:19:43.529103824 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,3533e0c8-cd62-465a-80df-fc24ac5d2030,2024-01-29 12:19:47.009466979 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,958f83a1-d189-4f4a-b77f-676699a818d3,2024-01-29 12:19:52.215425811 +0000 UTC,1,ChatMessage,1
e7c79c1a-7693-4e63-a844-c755e0bc3bd3,gabriel_aka,54429fbd-c88b-41f8-9572-bce185eaf0dc,2024-01-29 12:20:28.960558304 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,133d9aee-eb19-4484-91e1-fefd4bfb515a,2024-01-29 12:20:42.011888584 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,55214b48-a980-43aa-9e24-446013df6da1,2024-01-29 12:21:01.435193722 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,215f5050-bef1-4b59-9e80-f03589505275,2024-01-29 12:22:24.549428333 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,ffa9238b-a0d4-4386-ad01-ec8056f1ab46,2024-01-29 12:22:38.630711123 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,5dc570e0-15d1-46e3-8a3f-17d4615b99d6,2024-01-29 12:23:04.673658201 +0000 UTC,500,Resgatar Ponei,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,b013cfd4-4ff3-446d-9c75-685a65151c2b,2024-01-29 12:23:07.946483118 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,0dd95b1c-7b48-4c6c-9baa-2d59f7208c04,2024-01-29 12:23:25.214496752 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,88fe54bc-f434-46a2-b83e-e4f44ab15d62,2024-01-29 12:24:05.719964597 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,c2b252dd-fed8-45ad-9798-0897b41cfdf3,2024-01-29 12:24:09.672419405 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,13963a90-dabe-45ff-ba50-fd92405428bd,2024-01-29 12:41:51.114413739 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,ccd5a3d3-5700-4880-8cfa-47e67755d789,2024-01-29 12:41:51.913172729 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,4f1b0efe-1d16-43d0-8a2e-0b0b11fa0e0a,2024-01-29 12:41:58.206814774 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,8bf47a34-b317-4bd9-b942-248f952edc9c,2024-01-29 12:48:18.991270541 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,437dd0d8-e268-40a8-98c7-f8c1169b3035,2024-01-29 12:48:29.932336667 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,c3503858-b44e-4dff-9572-dc5a22fa5f65,2024-01-29 12:48:31.872372461 +0000 UTC,1,ChatMessage,1
54edd84d-73ad-4821-8d53-7ed04f00b2e4,kaycristina,a2cbc3d0-936a-4810-b5d8-d4fe5c1d4237,2024-01-29 12:48:35.489582511 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,55f623e3-9f3f-45d1-aaeb-8d6a61a5ac8f,2024-01-29 12:49:10.553198312 +0000 UTC,1,ChatMessage,1
54edd84d-73ad-4821-8d53-7ed04f00b2e4,kaycristina,46f17bd6-ea95-4072-82ad-484b42c40722,2024-01-29 12:49:22.816323325 +0000 UTC,500,Resgatar Ponei,1
54edd84d-73ad-4821-8d53-7ed04f00b2e4,kaycristina,091d846c-9825-4b6b-aacd-dc0c95c5999d,2024-01-29 12:49:24.00866679 +0000 UTC,500,Resgatar Ponei,1
54edd84d-73ad-4821-8d53-7ed04f00b2e4,kaycristina,16c8e80d-5f2c-4aff-9bb9-033bd561a6f9,2024-01-29 12:49:25.464707887 +0000 UTC,500,Resgatar Ponei,1
54edd84d-73ad-4821-8d53-7ed04f00b2e4,kaycristina,721f4c20-e589-4285-ad70-22dc2d007b67,2024-01-29 12:49:40.438528887 +0000 UTC,1,ChatMessage,1
54edd84d-73ad-4821-8d53-7ed04f00b2e4,kaycristina,5ee7d0d9-6cd0-432e-8da6-ab620409d8e4,2024-01-29 12:50:02.184473773 +0000 UTC,1,ChatMessage,1
b76c3795-90bf-4470-a6ff-8005d2810fc9,zsahist,e002a27f-c355-419f-b2ee-a72846a17ac1,2024-01-29 12:50:03.812082409 +0000 UTC,1,ChatMessage,1
e407fad9-4f76-4c12-98ea-d70d1c8d0d97,juligaioso,b385176c-07bb-4ae4-a1d4-c95417bde1a9,2024-01-29 12:52:08.015362623 +0000 UTC,1,ChatMessage,1
e407fad9-4f76-4c12-98ea-d70d1c8d0d97,juligaioso,46baf547-5ea6-44e7-913b-c4bb4cad9c50,2024-01-29 12:53:15.08031219 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,d69097d0-1ef7-48e8-ab8f-a1507fa42206,2024-01-29 13:05:30.787074366 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,11aa2fa1-c604-42e8-b2a9-a35036aa4753,2024-01-29 13:08:34.816214595 +0000 UTC,1,ChatMessage,1
df695821-6cd6-457e-91b3-33f988c736bc,luisx3krz,984ba747-9176-428d-a5f8-6f486308f47d,2024-01-29 13:08:51.475277704 +0000 UTC,1,ChatMessage,1
b2f9d026-0727-4125-b84b-c60af3148a15,dcha0tic,8aba78a6-b011-4cb0-b85a-d94c696656a5,2024-01-29 13:08:56.221407652 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,76a0075a-84b8-47a8-b022-f727928f6997,2024-01-29 13:16:12.314718701 +0000 UTC,1,ChatMessage,1
b2f9d026-0727-4125-b84b-c60af3148a15,dcha0tic,fc694e5d-135f-4a95-b7b2-741053824bd1,2024-01-29 13:16:29.91832349 +0000 UTC,1,ChatMessage,1
e407fad9-4f76-4c12-98ea-d70d1c8d0d97,juligaioso,052aabcb-b3d9-45dc-b20d-33fcd570f7e1,2024-01-29 13:16:31.082295923 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,e9e41f1d-4989-49d5-b587-eb524da85244,2024-01-29 13:16:34.390309466 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,fd4460fe-411e-4751-8772-524a58adc6d9,2024-01-29 13:17:11.78634375 +0000 UTC,1,ChatMessage,1
e407fad9-4f76-4c12-98ea-d70d1c8d0d97,juligaioso,e13b80b4-1b2b-453a-8e79-8d745f4a42a4,2024-01-29 13:17:45.033932589 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,7080dad1-6391-4a5a-a5d0-da5f59e6c2d5,2024-01-29 13:17:59.775858794 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,71cff73f-e069-4b39-88f7-5cb091a68d33,2024-01-29 13:18:03.770952386 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,52a51e65-881d-4cf3-9213-d8752a49eb07,2024-01-29 13:18:13.647514913 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,41708ad5-f2ea-4e6e-81f0-fc70677c8515,2024-01-29 13:18:53.211960028 +0000 UTC,1,ChatMessage,1
0368a5c3-bc5d-45f2-b8a0-07e74ea1574f,levy957,487452ab-1a0c-4253-9574-daf6102036b8,2024-01-29 13:19:20.277185651 +0000 UTC,1,ChatMessage,1
b2f9d026-0727-4125-b84b-c60af3148a15,dcha0tic,c294e21f-a508-4462-9ccf-c35315f6b2b5,2024-01-29 13:19:41.851992156 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,d3a434dd-ba63-4186-9dfa-9d666200256b,2024-01-29 13:19:49.943080108 +0000 UTC,1,ChatMessage,1
0368a5c3-bc5d-45f2-b8a0-07e74ea1574f,levy957,d2beee71-73d9-4951-ab7d-ffe9dac80ede,2024-01-29 13:20:01.04925532 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,566d582e-96be-4d3e-94ff-f22928fb54a9,2024-01-29 13:20:13.248985513 +0000 UTC,1,ChatMessage,1
65662aff-44d6-4f06-b9d9-07445c6e5943,kozat0,2a05e23b-05c5-422c-819e-0b10bf711ba9,2024-01-29 13:20:21.05398132 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,ab3ed89d-7db5-4670-afd4-95896f316707,2024-01-29 13:20:21.29118121 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,598d25a4-0611-4d7a-8ff7-bee1f72492b6,2024-01-29 13:20:22.847607818 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,470051a1-06ad-4788-955f-31870f8e735f,2024-01-29 13:20:23.656602926 +0000 UTC,1,ChatMessage,1
5f8fcbe0-6014-43f8-8b83-38cf2f4887b3,teomewhy,67312f8a-e652-444c-82a0-c9205fa9c7ef,2024-01-29 13:20:27.621073367 +0000 UTC,1,ChatMessage,1
2d3d2dce-d353-4961-ad39-46723efe2100,mariicmartins,297394b2-39d6-4efa-a8a7-52dab07a49a0,2024-01-29 13:20:29.293840306 +0000 UTC,1,ChatMessage,1
